SOURCE_ID,TARGET_ID,EXP_TIME,RES_TIME
2183890,2572894,36.828592,38.368247
2183890,2775938,30.031544,34.570519
2183890,2758663,30.535144,34.979767
2183890,2529709,44.986602,39.917346
2183890,2330989,48.139842,45.252795
2183890,2568589,37.783194,39.681409
2183890,2270524,49.234308,46.174518
2183890,2244622,50.236713,46.840873
2183890,2845107,32.334171,36.877839
2183890,2305112,50.391531,45.929357
2183890,2231331,17.817993,24.275810
2183890,2797593,32.535555,37.784485
2183890,2866717,33.032579,38.621184
2183890,2486560,47.782969,43.745301
2183890,2352641,49.288590,45.495360
2183890,2836478,32.939290,38.491522
2183890,2853768,33.634195,38.604228
2183890,2776009,32.928189,38.934631
2183890,2490889,48.384700,45.026379
2183890,2814895,33.533602,38.274904
2183890,2792924,37.433680,34.776047
2183890,2486580,48.680585,45.449536
2183890,2331064,50.886242,47.015494
2183890,2771706,33.625674,39.815603
2183890,2322436,50.557091,47.766231
2183890,2529803,50.381931,47.548361
2183890,2339727,51.159888,47.970472
2183890,2542774,50.583462,48.123744
2183890,2226988,25.144437,30.393888
2183890,2235684,12.336186,17.047947
2183890,2689359,27.937080,29.518672
2183890,2732562,28.040363,30.460385
2183890,2481954,23.723726,25.106493
2183890,2628995,30.793669,35.283886
2183890,2551246,34.302613,35.448456
2183890,2538180,28.349319,27.259307
2183890,2516556,25.745294,27.490273
2183890,2542613,33.802470,35.437673
2183890,2369749,29.322276,34.940842
2183890,2430214,22.408694,25.425866
2183890,2447500,23.184328,25.529938
2183890,2300675,34.977468,40.345312
2183890,2313574,24.221783,30.387034
2183890,2317901,23.937830,31.384135
2183890,2261704,20.593717,24.650528
2183890,2680927,40.300615,45.810251
2183890,2685126,25.121443,28.238123
2183890,2387056,30.737300,38.105492
2183890,2149361,7.087577,10.926252
2183890,2309185,17.889964,17.708909
2183890,2520745,26.081088,29.611696
2183890,2261677,15.919488,17.382084
2183890,2205588,17.138530,26.795831
2183890,2486395,24.269492,26.231978
2183890,2538235,24.362782,26.269256
2183890,2486470,44.293187,40.218938
2183890,2075854,14.342452,14.356520
2183890,2365388,21.413884,23.944328
2183890,2637644,30.348054,34.059269
2183890,2615791,28.490673,30.413959
2183890,2533882,21.208087,24.266748
2183890,2279081,37.409369,40.887582
2183890,2836395,29.339215,33.325534
2183890,2974753,38.770633,44.879987
2183890,2438765,22.522096,24.369421
2183890,2577059,26.035006,28.074874
2183890,2240059,8.583538,9.155750
2183890,2395564,22.152455,23.190685
2183890,2810595,36.701519,41.628126
2183890,3104295,36.967761,42.385663
2183890,2784676,35.400394,41.743656
2183890,2192611,15.073528,22.994849
2183890,2348255,45.924862,46.399804
2183890,2365542,47.885739,44.298802
2183890,2836521,39.547149,43.663958
2183890,2330749,17.699962,20.113949
2183890,2322114,15.944644,19.307249
2183890,2278824,26.159924,33.427761
2183890,2767286,30.934930,33.157814
2183890,2758630,29.131599,32.293723
2183890,3108615,35.878220,42.574748
2183890,2780230,29.235343,32.126793
2183890,2706779,28.931278,32.983132
2183890,2715411,29.070692,32.377410
2183890,2719758,28.989846,33.051677
2183890,2728372,28.952820,31.491048
2183890,2741349,28.561313,32.449305
2183890,2715432,30.395518,33.386719
2183890,2585830,35.054577,34.921842
2183890,2762943,28.937371,32.595106
2183890,2758614,29.130860,32.190317
2183890,2533857,27.566657,27.230556
2183890,2749995,29.165900,32.651155
2183890,2719767,30.147392,34.330069
2183890,2741344,28.585360,32.874502
2183890,2732718,29.132868,32.948911
2183890,2724042,33.457973,31.359868
2183890,2749976,29.024139,32.213759
2183890,2724059,28.634994,31.926894
2183890,2775928,30.758821,33.205837
2183890,2719741,28.624875,32.717846
2183890,2775905,29.054773,32.643330
2183890,2555659,48.879483,45.708725
2183890,3056790,34.537646,39.680388
2183890,2361016,19.292283,19.457814
2183890,2382754,32.689522,42.884155
2183890,2516573,25.337322,26.117113
2183890,2205476,3.624108,6.646948
2183890,2525220,26.564575,26.091147
2183890,2192617,14.617153,24.040278
2183890,2559815,22.111002,25.264084
2183890,2771384,33.045140,31.719911
2183890,2494949,25.612006,26.921066
2183890,2382671,21.760661,23.653049
2183890,2754123,27.920450,29.741514
2183890,2239978,16.234598,22.065478
2183890,2866448,30.238100,32.050915
2183890,2507930,23.916564,26.128905
2183890,2766986,30.496439,31.674379
2183890,2659386,46.961611,52.655102
2183890,2209688,30.186980,34.231962
2183890,2758380,28.693463,30.734754
2183890,2788624,32.513942,33.672031
2183890,2196809,9.584488,13.549633
2183890,2192523,1.667402,3.325057
2183890,2758389,28.089213,30.562365
2183890,2529552,23.583230,24.503503
2183890,2779999,31.383470,33.005051
2533850,2183890,27.941671,28.073860
2533850,2533850,0.000000,0.000000
2533850,2171002,29.631141,25.505619
2533850,2831857,16.025136,16.471485
2533850,2823221,14.833343,14.934309
2533850,2749785,7.821622,7.347035
2533850,2516565,3.505047,2.017248
2533850,2883705,14.798370,13.736414
2533850,2443126,10.917174,7.624806
2533850,3030781,12.880306,16.493736
2533850,2836189,13.571702,13.663710
2533850,2538175,1.182816,1.616192
2533850,3043851,16.875459,22.996190
2533850,2270343,19.887886,15.929796
2533850,3030893,17.179394,22.033273
2533850,2183782,32.507937,28.160748
2533850,2166667,32.093266,26.871580
2533850,3022254,17.381205,22.673558
2533850,2542668,21.048879,21.145495
2533850,2317905,23.029733,20.782460
2533850,2434463,8.821615,7.961704
2533850,3017935,17.587543,22.698262
2533850,2235753,19.390298,16.568589
2533850,2084480,35.596409,33.051343
2533850,2676675,33.849349,31.910770
2533850,2291869,14.867920,13.034916
2533850,3004977,17.992918,22.816850
2533850,2538347,20.996711,21.228411
2533850,2996337,17.811344,22.631703
2533850,2482006,8.547368,6.039395
2533850,2469015,4.318245,3.812375
2533850,2784308,15.237538,12.224448
2533850,3026578,18.519669,23.845774
2533850,2546808,1.800296,1.093950
2533850,2235714,19.823307,20.811913
2533850,2965942,10.188239,13.890738
2533850,3009298,18.549860,23.227223
2533850,2965951,10.355743,13.979063
2533850,2979058,17.504466,22.547098
2533850,2235641,29.172032,22.803558
2533850,2672189,9.693925,15.063614
2533850,2486320,7.078556,5.767239
2533850,2339386,9.359117,9.275113
2533850,2754418,20.694190,21.987994
2533850,2469207,30.156866,24.507561
2533850,2957460,18.005223,22.491736
2533850,2810230,18.707789,15.710223
2533850,3017942,19.957801,24.958215
2533850,2348188,28.787163,27.092490
2533850,2940182,17.907471,22.473561
2533850,2464791,13.589159,10.739127
2533850,2378392,22.075766,18.625312
2533850,2603166,29.516374,27.918089
2533850,3095705,23.275759,29.218136
2533850,2352511,30.003958,27.282573
2533850,2979066,19.637148,24.688010
2533850,2909946,17.403843,22.558704
2533850,2110368,35.202775,30.846889
2533850,2378487,34.183761,29.273277
2533850,2896987,17.708805,22.408748
2533850,2525273,9.734051,9.679563
2533850,2823549,17.901228,21.919995
2533850,2693802,10.899311,15.015408
2533850,2879710,17.897467,22.516899
2533850,2793311,17.299462,22.204742
2533850,3013619,19.136047,23.664853
2533850,2278974,17.596034,14.086793
2533850,2481877,11.137331,10.437453
2533850,2265975,19.988806,16.184044
2533850,2788994,18.076092,23.173832
2533850,2698168,12.894886,17.033968
2533850,2391276,12.265340,8.642423
2533850,2901314,27.471466,25.900857
2533850,2369662,12.935135,10.583458
2533850,2767394,17.603694,22.625483
2533850,2503599,5.391099,4.075589
2533850,2603113,15.767176,16.766359
2533850,2395575,8.931736,9.369662
2533850,2525203,1.700131,2.052820
2533850,2927235,24.887160,27.617572
2533850,2412800,9.230973,7.936311
2533850,2827876,21.603991,24.092147
2533850,2512242,4.460945,2.890795
2533850,2979077,23.295601,28.919275
2533850,3004988,21.660940,26.241451
2533850,2866760,24.624990,25.508300
2533850,2270233,23.252634,20.927118
2533850,2365307,7.328207,7.094895
2533850,2304868,14.175061,10.371420
2533850,2616139,32.932203,33.802170
2533850,2845160,23.093025,25.709945
2533850,2758762,21.802490,26.114648
2533850,2503758,25.105333,20.777168
2533850,2789005,24.252391,26.970183
2533850,2805967,8.222272,7.321036
2533850,2538256,16.273923,19.718633
2533850,2525227,4.385135,5.804904
2533850,3056765,14.872860,21.025692
2533850,2754093,8.525006,8.067564
2533850,2356905,30.999749,26.267581
2533850,2378342,12.764463,8.617311
2533850,2702550,28.828332,28.726197
2533850,2507767,13.660846,15.262724
2533850,2550966,11.310370,13.093873
2533850,2296156,22.299399,21.225240
2533850,2404242,11.663724,8.223125
2533850,2594475,16.539649,17.393158
2533850,2477687,9.144742,6.561363
2533850,2291914,15.503142,10.719183
2533850,2257356,16.983005,13.294752
2533850,2188236,31.327438,23.981468
2533850,2425716,10.236880,10.406481
2533850,2594554,33.342817,36.061009
2533850,2572880,19.684130,18.169555
2533850,2974750,21.136454,25.861854
2533850,2750111,17.299295,22.635577
2533850,2551346,34.045926,29.377591
2533850,2818870,19.455558,16.897427
2533850,2827515,16.386234,17.901179
2533850,2572880,18.667494,18.169555
2533850,2499299,12.405791,4.581007
2533850,2611708,15.625381,17.667773
2533850,2166653,30.421261,26.254962
2533850,2974491,8.456043,10.238533
2533850,2252884,27.860313,27.838799
2533850,2680934,24.030212,27.934410
2533850,2097368,28.109311,34.420634
2533850,2252959,22.814713,21.139794
2533850,2391245,6.653777,7.026756
2533850,2434326,18.502625,18.655531
2533850,2382600,6.326217,6.603251
2533850,2131948,33.088676,30.362791
2533850,2702490,13.600553,17.555412
2533850,2745778,21.305205,22.669922
2533850,2421689,31.820135,26.778406
2533850,2421424,10.223668,8.808879
2533850,2309150,13.477647,11.592470
2533850,2693882,22.104224,26.579813
2533850,2529525,1.397364,1.357426
2533850,2551129,1.911773,1.356155
2533850,2304944,24.167115,21.289565
2533850,2780029,11.218674,10.508589
2533850,2352371,12.824520,11.304679
2533850,2421622,20.839387,21.799097
2533850,2460390,6.502301,6.485508
2533850,2434531,12.078125,9.209000
2533850,3065407,15.182671,21.619997
2533850,2546810,2.216692,0.979030
2533850,2391172,11.824994,10.886859
2533850,2568596,23.357717,22.917764
2533850,2551319,21.398752,23.251667
2533850,2641928,9.632964,10.174814
2533850,2542644,22.309676,19.717452
2533850,2404384,30.375887,29.936732
2533850,2110421,32.784038,30.617913
2533850,2555456,3.228020,2.320321
2533850,2469029,6.066614,5.810971
2533850,2426014,30.459625,25.479141
2533850,2400053,28.566419,30.276783
2533850,2279083,36.612307,34.494635
2533850,2499267,3.213395,3.771552
2533850,2170968,29.126502,26.076622
2533850,3039446,14.279468,17.750505
2533850,2343723,11.098734,10.756564
2533850,2205493,28.624941,25.101330
2533850,2408465,11.135884,9.775246
2533850,2313502,15.718090,10.859356
2533850,2551230,17.100863,18.622200
2533850,2261603,21.870821,20.003587
2533850,2805904,17.298770,15.000832
2533850,2637686,17.478402,17.977408
2533850,2542655,20.137702,20.509760
2533850,2274638,15.601261,11.480010
2533850,3009311,22.468475,27.652751
2533850,2538291,17.908172,17.984323
2533850,2482136,30.523351,24.233856
2533850,2399884,5.924871,6.555842
2533850,2386930,7.781117,8.450963
2533850,2330756,11.858536,11.327804
2533850,2257390,21.710613,17.524033
2533850,2339446,12.868423,9.347710
2533850,2555453,2.421685,1.857144
2533850,2183905,28.475547,24.986264
2533850,2257336,20.704629,17.059683
2533850,2218598,42.723503,36.428345
2533850,2253165,39.253588,36.370452
2533850,3043631,10.161453,11.812719
2533850,2970251,10.457406,12.886074
2533850,2551129,2.013345,1.356155
2533850,2361026,12.967774,9.584070
2533850,2469034,6.396999,6.436923
2533850,2291920,14.074440,10.230364
2533850,2123425,32.726981,30.820209
2533850,2689387,4.518245,5.371843
2533850,2494949,4.011269,4.156047
2533850,2754082,9.325479,8.694417
2533850,2965829,9.760630,9.644736
2533850,2201268,32.267928,27.055230
2533850,2555457,2.822837,2.633208
2533850,2408598,11.278938,8.824417
2533850,2080107,32.214336,34.370665
2533850,2248726,19.024769,15.257758
2533850,2672256,17.438808,20.611850
2533850,2304993,33.312750,31.980784
2533850,2218519,26.037043,21.462238
2533850,2192599,27.764225,23.711459
2533850,3095505,11.762110,13.433296
2533850,2486394,11.638109,10.228467
2533850,2607564,42.600696,39.462473
2533850,2326404,17.005601,14.547370
2533850,2335139,13.768839,9.986137
2533850,2451879,25.818696,26.920465
2533850,2326527,18.845208,17.122802
2533850,2788664,12.648988,10.994401
2533850,2758696,15.617142,19.194049
2533850,2378217,12.755972,11.563860
2533850,2343845,26.224406,23.028817
2533850,2533845,1.297069,1.659083
2533850,2507950,9.374183,6.866784
2533850,2335195,24.119277,21.660342
2533850,2309236,21.890135,15.802487
2533850,2672245,14.595840,17.883004
2533850,2909641,10.126502,9.193733
2533850,2875392,18.688790,22.722581
2533850,2451752,7.728044,7.523711
2533850,2512343,19.183750,21.959012
2533850,2788590,14.263046,13.651431
2533850,2145009,30.825656,30.673175
2533850,2676648,29.632583,33.666751
2533850,2361145,28.086337,26.111864
2533850,2598894,38.672129,39.548107
2533850,2568446,8.432855,8.434339
2533850,2525198,2.109279,2.832492
2533850,2533694,10.806946,12.101285
2533850,2525208,2.239113,0.862794
2533850,2300565,13.771590,10.257764
2533850,2784335,11.596414,10.889686
2533850,2961518,9.360069,9.754361
